Source.Name,Time,S1D1HbO,S1D1HbR,S1D1HbT,S2D2HbO,S2D2HbR,S2D2HbT,S3D3HbO,S3D3HbR,S3D3HbT,S4D4HbO,S4D4HbR,S4D4HbT,S5D5HbO,S5D5HbR,S5D5HbT,S6D6HbO,S6D6HbR,S6D6HbT,S7D7HbO,S7D7HbR,S7D7HbT,S8D8HbO,S8D8HbR,S8D8HbT,S9D9HbO,S9D9HbR,S9D9HbT,S10D10HbO,S10D10HbR,S10D10HbT,S11D11HbO,S11D11HbR,S11D11HbT,S12D12HbO,S12D12HbR,S12D12HbT,S13D13HbO,S13D13HbR,S13D13HbT,S14D14HbO,S14D14HbR,S14D14HbT,S15D15HbO,S15D15HbR,S15D15HbT,S16D16HbO,S16D16HbR,S16D16HbT,S17D17HbO,S17D17HbR,S17D17HbT,S18D18HbO,S18D18HbR,S18D18HbT,S19D19HbO,S19D19HbR,S19D19HbT,S20D20HbO,S20D20HbR,S20D20HbT,S21D21HbO,S21D21HbR,S21D21HbT,S22D22HbO,S22D22HbR,S22D22HbT,S23D23HbO,S23D23HbR,S23D23HbT,S24D24HbO,S24D24HbR,S24D24HbT,S25D25HbO,S25D25HbR,S25D25HbT,S26D26HbO,S26D26HbR,S26D26HbT,S27D27HbO,S27D27HbR,S27D27HbT,S28D28HbO,S28D28HbR,S28D28HbT,S29D29HbO,S29D29HbR,S29D29HbT,S30D30HbO,S30D30HbR,S30D30HbT,S31D31HbO,S31D31HbR,S31D31HbT,S32D32HbO,S32D32HbR,S32D32HbT,S33D33HbO,S33D33HbR,S33D33HbT,S34D34HbO,S34D34HbR,S34D34HbT,S35D35HbO,S35D35HbR,S35D35HbT,S36D36HbO,S36D36HbR,S36D36HbT,Column1
Avg_2-back.csv,8.1,-0.000488985,0.000345159,-0.000143825,-0.000382046,1.81184E-05,-0.000363928,-0.000308869,-7.17361E-05,-0.000380605,-0.000106959,-0.000338466,-0.000445426,-0.000580317,-4.65724E-06,-0.000584974,-0.000988655,-9.19238E-06,-0.000997847,-0.001172618,0.000295011,-0.000877607,-0.001161024,-9.09148E-06,-0.001170116,-0.000442356,8.26779E-05,-0.000359678,-0.000846788,3.15601E-05,-0.000815228,8.84035E-05,-0.00072363,-0.000635227,0.002063891,-0.001046496,0.001017395,0.001000153,-0.000479255,0.000520898,0.002066926,-0.000844765,0.001222161,0.001472513,-0.000773844,0.000698669,-7.42972E-05,-0.000169836,-0.000244133,0.000207939,-0.000418336,-0.000210397,-0.000259835,-0.000221581,-0.000481416,-0.00036336,-0.000123211,-0.000486571,-0.000658689,-0.000186254,-0.000844943,0.000466063,-0.00033157,0.000134493,-0.000155065,-8.35734E-05,-0.000238638,-0.000462496,-0.00053766,-0.001000157,-0.000471726,0.000227826,-0.0002439,0.001028888,-0.000402406,0.000626483,0.000883465,-0.000314453,0.000569012,0.000284566,-0.000374037,-8.94713E-05,0.001253478,-0.000555774,0.000697703,-0.000441947,-0.000224371,-0.000666318,-0.001361207,6.18584E-05,-0.001299348,-0.000329918,-0.000305904,-0.000635822,-0.000710983,-0.000199005,-0.000909989,8.83474E-05,-4.05035E-05,4.78439E-05,0.000466047,-0.000493064,-2.70164E-05,0.000177055,-0.000479294,-0.000302239,-0.000883697,-0.000282722,-0.00116642,
Avg_2-back.csv,8.2,-0.000490178,0.000334664,-0.000155515,-0.000423278,2.67908E-05,-0.000396488,-0.00034251,-7.54289E-05,-0.000417939,-0.000128337,-0.000328976,-0.000457313,-0.000580337,1.37773E-06,-0.000578959,-0.001013398,-1.09004E-06,-0.001014488,-0.001173049,0.000295662,-0.000877388,-0.001170067,4.29065E-06,-0.001165777,-0.000444022,8.63363E-05,-0.000357686,-0.000855269,3.80189E-05,-0.00081725,7.17282E-05,-0.000716772,-0.000645044,0.002051325,-0.001030441,0.001020883,0.000987638,-0.000474064,0.000513574,0.00205716,-0.000842619,0.001214541,0.001463027,-0.000772166,0.000690861,-0.000111134,-0.000169609,-0.000280743,0.000185255,-0.000413801,-0.000228546,-0.00029376,-0.000218187,-0.000511948,-0.000381556,-0.000121698,-0.000503254,-0.000685618,-0.000171815,-0.000857434,0.000419069,-0.000329224,8.98455E-05,-0.000174928,-7.71232E-05,-0.000252051,-0.000490637,-0.000533892,-0.001024529,-0.000467841,0.00023033,-0.000237511,0.000988828,-0.000391878,0.00059695,0.000866496,-0.000312309,0.000554187,0.000225689,-0.000360339,-0.00013465,0.001226383,-0.000551923,0.000674461,-0.000459959,-0.000219168,-0.000679127,-0.001408573,5.80955E-05,-0.001350478,-0.000362399,-0.000303738,-0.000666138,-0.0007629,-0.000198203,-0.000961103,5.47295E-05,-4.21947E-05,1.25348E-05,0.000424201,-0.000478416,-5.42156E-05,0.000132433,-0.000469866,-0.000337433,-0.000937531,-0.000291323,-0.001228854,
Avg_2-back.csv,8.3,-0.000490198,0.000322536,-0.000167662,-0.000463694,3.4857E-05,-0.000428837,-0.000375962,-8.03609E-05,-0.000456323,-0.000149757,-0.000319318,-0.000469074,-0.000581467,7.36305E-06,-0.000574104,-0.00103817,7.17618E-06,-0.001030994,-0.001174193,0.000296553,-0.00087764,-0.001178335,1.76146E-05,-0.001160721,-0.000446047,8.99773E-05,-0.000356069,-0.000863491,4.45606E-05,-0.000818931,5.55834E-05,-0.000709787,-0.000654204,0.002040578,-0.001014089,0.00102649,0.000977232,-0.000468741,0.000508491,0.002048539,-0.00084102,0.001207519,0.00145494,-0.000770526,0.000684414,-0.000146301,-0.000168904,-0.000315206,0.00016398,-0.000408565,-0.000244585,-0.00032589,-0.000214343,-0.000540233,-0.000398097,-0.00012048,-0.000518577,-0.000710721,-0.000157649,-0.000868371,0.000373521,-0.000327298,4.62237E-05,-0.000193165,-7.17919E-05,-0.000264957,-0.000517913,-0.000530274,-0.001048187,-0.000464023,0.000232449,-0.000231574,0.000949817,-0.00038186,0.000567957,0.000850553,-0.000310743,0.00053981,0.000168765,-0.000347837,-0.000179072,0.00120044,-0.000548695,0.000651746,-0.000476796,-0.000214342,-0.000691138,-0.001454609,5.35157E-05,-0.001401094,-0.000393486,-0.000301506,-0.000694993,-0.000813158,-0.000197631,-0.001010789,2.54002E-05,-4.70406E-05,-2.16404E-05,0.000383661,-0.000463407,-7.9746E-05,8.82686E-05,-0.000459808,-0.00037154,-0.000991433,-0.000299443,-0.001290876,
Avg_2-back.csv,8.4,-0.000489279,0.000308912,-0.000180368,-0.0005033,4.23124E-05,-0.000460987,-0.000409415,-8.64743E-05,-0.000495889,-0.000171331,-0.000309536,-0.000480868,-0.000583874,1.3292E-05,-0.000570582,-0.001062964,1.55828E-05,-0.001047381,-0.001176151,0.000297712,-0.000878439,-0.001185964,3.08991E-05,-0.001155065,-0.000448541,9.36128E-05,-0.000354928,-0.000871542,5.11774E-05,-0.000820364,3.98961E-05,-0.000702701,-0.000662805,0.002031555,-0.000997506,0.00103405,0.000968834,-0.000463306,0.000505528,0.002041082,-0.000839975,0.001201107,0.001448212,-0.000768933,0.000679279,-0.00017991,-0.000167668,-0.000347578,0.000144021,-0.000402694,-0.000258673,-0.000356331,-0.000210065,-0.000566395,-0.000413142,-0.000119538,-0.00053268,-0.000734071,-0.000143784,-0.000877855,0.000329476,-0.00032578,3.69584E-06,-0.000209798,-6.75869E-05,-0.000277385,-0.000544374,-0.000526816,-0.00107119,-0.000460377,0.000234198,-0.000226179,0.000911902,-0.00037236,0.000539542,0.00083562,-0.000309759,0.000525861,0.000113878,-0.000336517,-0.000222639,0.001175722,-0.000546111,0.000629611,-0.000492502,-0.0002099,-0.000702402,-0.001499293,4.81633E-05,-0.00145113,-0.000423211,-0.00029921,-0.000722422,-0.000861762,-0.000197279,-0.001059041,3.41185E-07,-5.51011E-05,-5.47599E-05,0.000344353,-0.000448102,-0.000103748,4.45609E-05,-0.000449208,-0.000404647,-0.00104525,-0.000307029,-0.001352278,
Avg_2-back.csv,8.5,-0.00048767,0.000293951,-0.000193719,-0.000542104,4.91576E-05,-0.000492946,-0.000443042,-9.36982E-05,-0.00053674,-0.000193172,-0.00029968,-0.000492852,-0.000587707,1.91592E-05,-0.000568548,-0.001087761,2.41021E-05,-0.001063658,-0.001179011,0.000299164,-0.000879848,-0.001193097,4.41653E-05,-0.001148932,-0.000451611,9.72557E-05,-0.000354355,-0.000879507,5.78605E-05,-0.000821646,2.4594E-05,-0.000695539,-0.000670945,0.002024142,-0.000980766,0.001043376,0.000962321,-0.000457775,0.000504546,0.002034802,-0.000839488,0.001195314,0.001442789,-0.000767391,0.000675398,-0.000212079,-0.000165855,-0.000377934,0.000125275,-0.00039626,-0.000270986,-0.000385205,-0.000205375,-0.00059058,-0.000426862,-0.000118852,-0.000545714,-0.000755747,-0.000130247,-0.000885994,0.000286982,-0.000324654,-3.76717E-05,-0.000224856,-6.45065E-05,-0.000289363,-0.000570072,-0.000523522,-0.001093594,-0.000457002,0.00023559,-0.000221412,0.00087513,-0.000363383,0.000511747,0.000821676,-0.000309357,0.000512319,6.11051E-05,-0.000326352,-0.000265247,0.0011523,-0.000544187,0.000608113,-0.000507127,-0.000205848,-0.000712974,-0.001542603,4.20896E-05,-0.001500513,-0.000451611,-0.000296854,-0.000748465,-0.000908723,-0.000197137,-0.00110586,-2.04804E-05,-6.64223E-05,-8.69028E-05,0.000306184,-0.000432558,-0.000126374,1.29834E-06,-0.000438152,-0.000436854,-0.001098808,-0.00031404,-0.001412849,
Avg_2-back.csv,8.6,-0.000485625,0.000277835,-0.000207789,-0.000580118,5.53971E-05,-0.00052472,-0.000477001,-0.000101951,-0.000578952,-0.000215388,-0.000289798,-0.000505186,-0.0005931,2.49606E-05,-0.00056814,-0.001112533,3.27008E-05,-0.001079832,-0.001182853,0.000300933,-0.00088192,-0.001199878,5.74364E-05,-0.001142441,-0.000455351,0.000100919,-0.000354432,-0.000887471,6.46008E-05,-0.00082287,9.60709E-06,-0.000688326,-0.000678719,0.002018211,-0.000963945,0.001054265,0.000957557,-0.000452166,0.000505391,0.002029706,-0.000839558,0.001190148,0.001438604,-0.000765899,0.000672705,-0.00024293,-0.000163433,-0.000406363,0.000107628,-0.00038934,-0.000281712,-0.000412644,-0.000200304,-0.000612948,-0.000439436,-0.0001184,-0.000557836,-0.000775835,-0.000117063,-0.000892898,0.000246086,-0.000323901,-7.78148E-05,-0.000238376,-6.25408E-05,-0.000300917,-0.000595058,-0.000520398,-0.001115456,-0.000453992,0.000236644,-0.000217348,0.000839545,-0.000354924,0.000484621,0.000808698,-0.000309529,0.000499169,1.05127E-05,-0.000317303,-0.000306791,0.00113025,-0.000542937,0.000587313,-0.000520721,-0.000202184,-0.000722905,-0.001584515,3.53523E-05,-0.001549162,-0.000478724,-0.00029444,-0.000773164,-0.000954052,-0.000197192,-0.001151244,-3.71205E-05,-8.10255E-05,-0.000118146,0.00026905,-0.000416828,-0.000147778,-4.15398E-05,-0.000426723,-0.000468263,-0.001151921,-0.000320446,-0.001472367,
Avg_2-back.csv,8.7,-0.000483398,0.000260758,-0.00022264,-0.000617351,6.10389E-05,-0.000556312,-0.000511427,-0.000111141,-0.000622568,-0.000238079,-0.000279941,-0.00051802,-0.000600168,3.06929E-05,-0.000569475,-0.001137242,4.13384E-05,-0.001095903,-0.001187741,0.000303041,-0.0008847,-0.00120645,7.07359E-05,-0.001135714,-0.000459848,0.000104615,-0.000355234,-0.000895515,7.13889E-05,-0.000824126,-5.13065E-06,-0.000681089,-0.000686219,0.002013625,-0.000947125,0.0010665,0.000954393,-0.000446494,0.000507899,0.002025795,-0.000840179,0.001185615,0.001435577,-0.000764453,0.000671123,-0.000272588,-0.000160381,-0.000432969,9.09556E-05,-0.000382009,-0.000291053,-0.000438789,-0.000194885,-0.000633674,-0.000451049,-0.000118156,-0.000569205,-0.000794422,-0.000104259,-0.000898681,0.000206827,-0.000323499,-0.000116672,-0.000250401,-6.16715E-05,-0.000312073,-0.000619383,-0.000517445,-0.001136829,-0.000451436,0.000237378,-0.000214058,0.00080519,-0.000346974,0.000458215,0.000796661,-0.00031026,0.0004864,-3.78384E-05,-0.000309325,-0.000347163,0.001109643,-0.000542367,0.000567276,-0.00053334,-0.000198904,-0.000732244,-0.001625007,2.80159E-05,-0.001596991,-0.000504591,-0.000291975,-0.000796566,-0.000997765,-0.000197431,-0.001195196,-4.96674E-05,-9.88947E-05,-0.000148562,0.000232842,-0.000400963,-0.000168121,-8.3982E-05,-0.000414998,-0.00049898,-0.001204389,-0.000326224,-0.001530613,
Avg_2-back.csv,8.8,-0.000481238,0.000242926,-0.000238312,-0.000653814,6.60934E-05,-0.00058772,-0.000546434,-0.000121171,-0.000667605,-0.000261341,-0.000270161,-0.000531502,-0.000609005,3.63536E-05,-0.000572651,-0.001161837,4.99668E-05,-0.00111187,-0.001193729,0.00030551,-0.000888218,-0.001212953,8.40859E-05,-0.001128867,-0.000465179,0.000108356,-0.000356823,-0.000903716,7.82152E-05,-0.000825501,-1.96813E-05,-0.000673851,-0.000693532,0.002010241,-0.000930386,0.001079854,0.000952673,-0.000440776,0.000511897,0.00202306,-0.000841343,0.001181717,0.00143362,-0.000763047,0.000670573,-0.000301176,-0.000156692,-0.000457868,7.51179E-05,-0.000374335,-0.000299218,-0.000463783,-0.000189158,-0.00065294,-0.000461884,-0.000118094,-0.000579978,-0.000811597,-9.18618E-05,-0.000903459,0.000169241,-0.000323426,-0.000154185,-0.000260978,-6.18733E-05,-0.000322852,-0.000643101,-0.000514665,-0.001157765,-0.000449412,0.000237814,-0.000211598,0.000772104,-0.000339518,0.000432586,0.000785537,-0.000311533,0.000474004,-8.38959E-05,-0.000302366,-0.000386262,0.001090547,-0.000542481,0.000548066,-0.00054504,-0.000196,-0.00074104,-0.001664062,2.01509E-05,-0.001643911,-0.000529255,-0.000289465,-0.000818719,-0.00103988,-0.00019784,-0.00123772,-5.82497E-05,-0.000119968,-0.000178218,0.000197451,-0.00038501,-0.00018756,-0.000126063,-0.000403049,-0.000529112,-0.001256015,-0.000331354,-0.001587369,
Avg_2-back.csv,8.9,-0.000479385,0.000224554,-0.000254832,-0.000689517,7.05731E-05,-0.000618944,-0.000582117,-0.000131933,-0.00071405,-0.00028526,-0.000260507,-0.000545766,-0.000619686,4.19409E-05,-0.000577746,-0.001186259,5.85303E-05,-0.001127728,-0.00120086,0.000308361,-0.000892499,-0.001219517,9.75047E-05,-0.001122012,-0.000471408,0.000112154,-0.000359254,-0.000912148,8.50699E-05,-0.000827078,-3.41028E-05,-0.000666636,-0.000700739,0.002007908,-0.000913813,0.001094095,0.000952229,-0.000435027,0.000517203,0.002021487,-0.000843037,0.00117845,0.001432638,-0.000761675,0.000670964,-0.00032882,-0.000152369,-0.000481189,5.996E-05,-0.00036638,-0.00030642,-0.000487771,-0.000183167,-0.000670938,-0.000472127,-0.000118185,-0.000590312,-0.00082745,-7.99002E-05,-0.00090735,0.000133354,-0.000323656,-0.000190302,-0.000270161,-6.31136E-05,-0.000333274,-0.000666263,-0.000512057,-0.001178319,-0.000447991,0.000237972,-0.000210019,0.000740326,-0.000332536,0.00040779,0.000775298,-0.000313324,0.000461974,-0.000127617,-0.000296372,-0.000423989,0.001073023,-0.000543277,0.000529746,-0.000555878,-0.00019346,-0.000749337,-0.00170167,1.1835E-05,-0.001689835,-0.000552759,-0.000286918,-0.000839678,-0.001080421,-0.000198403,-0.001278824,-6.30406E-05,-0.000144135,-0.000207175,0.000162772,-0.000369025,-0.000206252,-0.00016782,-0.000390942,-0.000558762,-0.001306604,-0.000335822,-0.001642426,
Avg_2-back.csv,9,-0.000478068,0.000205858,-0.000272209,-0.000724469,7.44918E-05,-0.000649977,-0.000618551,-0.000143316,-0.000761867,-0.000309909,-0.000251026,-0.000560935,-0.000632266,4.74527E-05,-0.000584814,-0.001210442,6.69663E-05,-0.001143476,-0.001209168,0.000311613,-0.000897554,-0.001226263,0.000111004,-0.001115259,-0.000478593,0.000116019,-0.000362574,-0.00092088,9.1943E-05,-0.000828937,-4.84483E-05,-0.000659469,-0.000707918,0.002006473,-0.000897489,0.001108985,0.000952891,-0.000429261,0.00052363,0.002021054,-0.000845245,0.001175809,0.001432528,-0.000760328,0.000672201,-0.000355642,-0.000147429,-0.000503071,4.53116E-05,-0.000358191,-0.00031288,-0.000510898,-0.000176964,-0.000687862,-0.00048196,-0.0001184,-0.00060036,-0.00084207,-6.84041E-05,-0.000910474,9.91913E-05,-0.000324164,-0.000224973,-0.000278004,-6.53534E-05,-0.000343358,-0.000688921,-0.000509621,-0.001198542,-0.000447234,0.000237875,-0.000209359,0.000709885,-0.000326005,0.00038388,0.000765908,-0.000315604,0.000450304,-0.000168971,-0.000291287,-0.000460258,0.001057119,-0.000544748,0.000512371,-0.000565913,-0.000191266,-0.000757178,-0.001737833,3.15233E-06,-0.00173468,-0.000575152,-0.000284346,-0.000859497,-0.00111942,-0.000199105,-0.001318525,-6.42611E-05,-0.000171229,-0.00023549,0.000128709,-0.000353064,-0.000224355,-0.000209296,-0.000378739,-0.000588035,-0.001355973,-0.000339613,-0.001695587,
Avg_2-back.csv,9.1,-0.000477499,0.00018706,-0.000290439,-0.00075868,7.78644E-05,-0.000680816,-0.000655792,-0.000155201,-0.000810993,-0.000335351,-0.000241764,-0.000577116,-0.00064678,5.28875E-05,-0.000593892,-0.001234317,7.52079E-05,-0.001159109,-0.001218674,0.000315284,-0.000903391,-0.001233293,0.000124585,-0.001108708,-0.000486779,0.000119962,-0.000366817,-0.000929974,9.88241E-05,-0.00083115,-6.27654E-05,-0.000652373,-0.000715138,0.002005783,-0.000881495,0.001124288,0.000954483,-0.000423493,0.00053099,0.00202173,-0.00084795,0.00117378,0.001433183,-0.000759,0.000674183,-0.000381767,-0.000141898,-0.000523665,3.09896E-05,-0.000349809,-0.00031882,-0.000533306,-0.0001706,-0.000703906,-0.000491556,-0.000118711,-0.000610267,-0.000855544,-5.74044E-05,-0.000912948,6.67689E-05,-0.000324925,-0.000258156,-0.000284568,-6.85476E-05,-0.000353116,-0.000711127,-0.000507355,-0.001218482,-0.000447189,0.000237546,-0.000209643,0.000680808,-0.000319901,0.000360908,0.000757332,-0.000318344,0.000438988,-0.000207936,-0.000287057,-0.000494994,0.001042872,-0.00054688,0.000495992,-0.000575202,-0.0001894,-0.000764602,-0.001772562,-5.80636E-06,-0.001778368,-0.000596482,-0.000281758,-0.00087824,-0.001156912,-0.00019993,-0.001356842,-6.21812E-05,-0.000201035,-0.000263216,9.51705E-05,-0.000337196,-0.000242026,-0.00025053,-0.000366497,-0.000617027,-0.001403959,-0.00034271,-0.001746669,
Avg_2-back.csv,9.2,-0.000477874,0.000168375,-0.000309499,-0.000792157,8.07069E-05,-0.000711451,-0.000693874,-0.000167466,-0.00086134,-0.000361635,-0.000232764,-0.000594399,-0.00066324,5.82433E-05,-0.000604997,-0.001257808,8.31863E-05,-0.001174621,-0.001229391,0.000319386,-0.000910004,-0.001240693,0.000138235,-0.001102458,-0.000496,0.00012399,-0.00037201,-0.000939488,0.000105702,-0.000833786,-7.70941E-05,-0.000645369,-0.000722463,0.002005688,-0.000865913,0.001139775,0.000956833,-0.000417738,0.000539095,0.002023478,-0.00085113,0.001172348,0.001434492,-0.000757684,0.000676808,-0.000407312,-0.000135812,-0.000543124,1.68027E-05,-0.000341264,-0.000324461,-0.000555131,-0.000164134,-0.000719265,-0.000501082,-0.000119091,-0.000620172,-0.000867959,-4.69325E-05,-0.000914891,3.61004E-05,-0.000325913,-0.000289813,-0.000289911,-7.26456E-05,-0.000362557,-0.000732924,-0.000505258,-0.001238182,-0.000447895,0.00023701,-0.000210884,0.000653117,-0.000314196,0.000338921,0.000749529,-0.000321507,0.000428022,-0.000244502,-0.000283627,-0.000528129,0.001030307,-0.000549658,0.000480649,-0.000583802,-0.00018784,-0.000771642,-0.001805881,-1.49448E-05,-0.001820826,-0.000616801,-0.000279167,-0.000895968,-0.001192943,-0.000200863,-0.001393806,-5.71209E-05,-0.000233282,-0.000290403,6.20759E-05,-0.000321497,-0.000259422,-0.000291555,-0.000354275,-0.00064583,-0.001450416,-0.000345092,-0.001795508,
Avg_2-back.csv,9.3,-0.000479364,0.000150013,-0.000329352,-0.000824905,8.30359E-05,-0.000741869,-0.000732809,-0.000179991,-0.0009128,-0.000388793,-0.000224061,-0.000612854,-0.00068164,6.35182E-05,-0.000618122,-0.00128084,9.08329E-05,-0.001190007,-0.001241316,0.000323933,-0.000917382,-0.001248521,0.000151926,-0.001096595,-0.000506278,0.000128111,-0.000378167,-0.000949467,0.000112566,-0.000836901,-9.14656E-05,-0.000638479,-0.000729945,0.002006043,-0.000850822,0.001155221,0.000959773,-0.00041201,0.000547762,0.002026258,-0.000854762,0.001171496,0.001436348,-0.000756376,0.000679972,-0.000432393,-0.000129217,-0.000561609,2.55803E-06,-0.000332575,-0.000330017,-0.0005765,-0.000157624,-0.000734124,-0.000510686,-0.000119519,-0.000630205,-0.000879397,-3.70202E-05,-0.000916417,7.19585E-06,-0.000327103,-0.000319907,-0.000294093,-7.75916E-05,-0.000371684,-0.000754352,-0.000503328,-0.001257681,-0.000449372,0.000236292,-0.00021308,0.000626828,-0.000308863,0.000317964,0.000742462,-0.000325057,0.000417404,-0.000278664,-0.000280944,-0.000559607,0.001019439,-0.000553058,0.000466381,-0.000591765,-0.000186562,-0.000778327,-0.001837827,-2.41626E-05,-0.001861989,-0.00063616,-0.000276588,-0.000912748,-0.001227563,-0.000201889,-0.001429451,-4.94487E-05,-0.000267645,-0.000317093,2.9351E-05,-0.000306053,-0.000276702,-0.0003324,-0.000342127,-0.000674528,-0.001495217,-0.000346738,-0.001841956,
Avg_2-back.csv,9.4,-0.000482116,0.000132174,-0.000349942,-0.000856922,8.48694E-05,-0.000772052,-0.00077258,-0.000192656,-0.000965237,-0.000416836,-0.000215692,-0.000632528,-0.000701952,6.871E-05,-0.000633242,-0.00130334,9.80828E-05,-0.001205257,-0.001254435,0.000328931,-0.000925503,-0.001256811,0.000165608,-0.001091203,-0.000517621,0.000132331,-0.00038529,-0.000959948,0.000119403,-0.000840544,-0.000105901,-0.000631723,-0.000737624,0.002006714,-0.000836295,0.001170419,0.000963142,-0.000406324,0.000556817,0.002030023,-0.00085882,0.001171203,0.001438646,-0.000755073,0.000683574,-0.000457116,-0.000122162,-0.000579278,-1.19315E-05,-0.000323759,-0.00033569,-0.000597531,-0.000151131,-0.000748662,-0.000520504,-0.000119979,-0.000640483,-0.000889937,-2.76994E-05,-0.000917637,-1.99368E-05,-0.00032847,-0.000348407,-0.00029717,-8.33255E-05,-0.000380495,-0.000775443,-0.000501561,-0.001277004,-0.00045163,0.000235416,-0.000216214,0.000601956,-0.000303877,0.000298079,0.000736093,-0.000328955,0.000407138,-0.000310424,-0.000278955,-0.000589379,0.001010271,-0.000557053,0.000453218,-0.000599141,-0.000185539,-0.00078468,-0.001868442,-3.33568E-05,-0.001901799,-0.000654609,-0.000274037,-0.000928646,-0.001260827,-0.000202993,-0.00146382,-3.95805E-05,-0.000303745,-0.000343326,-3.07308E-06,-0.000290956,-0.000294029,-0.000373082,-0.000330112,-0.000703193,-0.001538261,-0.000347625,-0.001885886,
Avg_2-back.csv,9.5,-0.000486246,0.000115046,-0.000371201,-0.000888203,8.62259E-05,-0.000801978,-0.000813143,-0.000205353,-0.001018496,-0.000445761,-0.000207687,-0.000653448,-0.000724126,7.38162E-05,-0.00065031,-0.001325238,0.000104876,-0.001220362,-0.00126872,0.000334384,-0.000934336,-0.00126557,0.000179215,-0.001086355,-0.000530023,0.000136652,-0.000393371,-0.000970954,0.000126202,-0.000844752,-0.00012041,-0.000625121,-0.000745531,0.002007575,-0.000822403,0.001185173,0.000966791,-0.000400697,0.000566094,0.002034726,-0.000863277,0.001171449,0.001441287,-0.000753773,0.000687514,-0.000481582,-0.000114706,-0.000596288,-2.68415E-05,-0.000314827,-0.000341668,-0.000618331,-0.000144713,-0.000763044,-0.00053065,-0.000120462,-0.000651112,-0.000899655,-1.90016E-05,-0.000918656,-4.52915E-05,-0.000329992,-0.000375283,-0.000299196,-8.97836E-05,-0.00038898,-0.000796219,-0.000499953,-0.001296172,-0.000454662,0.000234409,-0.000220253,0.000578516,-0.00029921,0.000279305,0.000730389,-0.00033316,0.000397229,-0.000339792,-0.000277611,-0.000617403,0.001002796,-0.000561612,0.000441183,-0.000605974,-0.000184743,-0.000790717,-0.00189778,-4.2424E-05,-0.001940204,-0.000672201,-0.000271528,-0.000943729,-0.0012928,-0.000204159,-0.001496959,-2.79771E-05,-0.000341151,-0.000369128,-3.52635E-05,-0.0002763,-0.000311564,-0.000413607,-0.000318284,-0.000731891,-0.001579469,-0.000347729,-0.001927198,
Avg_2-back.csv,9.6,-0.000491841,9.88001E-05,-0.000393041,-0.00091874,8.71245E-05,-0.000831615,-0.000854424,-0.000217978,-0.001072401,-0.00047554,-0.000200075,-0.000675615,-0.000748094,7.88344E-05,-0.00066926,-0.001346471,0.00011116,-0.001235311,-0.00128413,0.000340289,-0.000943841,-0.00127478,0.000192662,-0.001082118,-0.000543469,0.000141078,-0.000402391,-0.000982499,0.000132948,-0.000849551,-0.000134994,-0.000618689,-0.000753683,0.002008508,-0.000809209,0.0011993,0.000970581,-0.000395146,0.000575435,0.002040314,-0.000868104,0.00117221,0.001444176,-0.000752479,0.000691698,-0.000505884,-0.000106907,-0.000612791,-4.23321E-05,-0.000305788,-0.00034812,-0.000638993,-0.00013843,-0.000777423,-0.000541223,-0.000120964,-0.000662187,-0.000908622,-1.09575E-05,-0.00091958,-6.88637E-05,-0.000331645,-0.000400508,-0.000300226,-9.68995E-05,-0.000397125,-0.000816691,-0.000498499,-0.00131519,-0.00045845,0.000233297,-0.000225153,0.000556517,-0.00029484,0.000261678,0.000725318,-0.000337631,0.000387688,-0.000366781,-0.000276863,-0.000643644,0.000996995,-0.0005667,0.000430295,-0.000612305,-0.000184146,-0.000796451,-0.001925903,-5.12619E-05,-0.001977165,-0.000688985,-0.000269079,-0.000958064,-0.001323548,-0.000205374,-0.001528921,-1.51414E-05,-0.00037938,-0.000394521,-6.72898E-05,-0.000262181,-0.00032947,-0.000453973,-0.000306704,-0.000760677,-0.001618789,-0.000347027,-0.001965816,
Avg_2-back.csv,9.7,-0.000498956,8.35906E-05,-0.000415365,-0.000948514,8.75842E-05,-0.00086093,-0.000896322,-0.000230436,-0.001126758,-0.000506131,-0.000192881,-0.000699012,-0.00077377,8.37615E-05,-0.000690008,-0.001366984,0.000116889,-0.001250094,-0.001300612,0.000346639,-0.000953973,-0.001284398,0.000205849,-0.00107855,-0.000557932,0.000145609,-0.000412323,-0.000994588,0.000139629,-0.000854959,-0.000149643,-0.000612444,-0.000762087,0.002009403,-0.000796772,0.001212631,0.00097438,-0.00038969,0.00058469,0.002046732,-0.000873272,0.00117346,0.001447226,-0.000751196,0.00069603,-0.000530106,-9.88309E-05,-0.000628937,-5.8546E-05,-0.000296654,-0.0003552,-0.000659604,-0.000132338,-0.000791943,-0.000552305,-0.000121485,-0.00067379,-0.000916908,-3.59661E-06,-0.000920505,-9.0651E-05,-0.000333406,-0.000424058,-0.000300308,-0.000104605,-0.000404913,-0.000836864,-0.000497192,-0.001334056,-0.000462959,0.000232104,-0.000230855,0.000535969,-0.000290743,0.000245227,0.000720853,-0.000342326,0.000378527,-0.000391412,-0.000276666,-0.000668079,0.000992838,-0.000572279,0.000420559,-0.00061817,-0.000183719,-0.000801889,-0.00195288,-5.97716E-05,-0.002012651,-0.000705013,-0.000266706,-0.000971719,-0.001353144,-0.000206622,-0.001559766,-1.61351E-06,-0.000417904,-0.000419518,-9.92264E-05,-0.000248688,-0.000347915,-0.00049417,-0.000295428,-0.000789598,-0.001656196,-0.000345503,-0.002001698,
